case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-000932,how to optimize widgets?,2025-05-26 10:55:30+00:00,email,service_request,how_to_training,free,8,Medium
ND-2025-000933,graph axis misaligned.,2025-05-26 13:40:55+00:00,email,incident,bug,standard,5,Medium
ND-2025-000934,api auth failed.,2025-05-27 08:20:20+00:00,webchat,incident,integrations,pro,13,Medium
ND-2025-000935,broken link in settings.,2025-05-27 09:05:45+00:00,email,incident,bug,standard,6,Medium
ND-2025-000936,pages not loading fully.,2025-05-27 09:50:10+00:00,email,incident,performance_outage,enterprise,28,High
ND-2025-000937,need help configuring dashboard.,2025-05-27 10:35:35+00:00,in_app,service_request,how_to_training,free,2,Low
ND-2025-000938,shadow effect is wrong.,2025-05-27 11:20:00+00:00,email,incident,bug,pro,10,Medium
ND-2025-000939,mobile menu stuck.,2025-05-28 08:45:25+00:00,email,incident,bug,standard,16,Medium
ND-2025-000940,unacceptable latency.,2025-05-28 09:30:50+00:00,phone,incident,performance_outage,enterprise,35,Urgent
ND-2025-000941,how to filter by date?,2025-05-28 10:15:15+00:00,email,service_request,how_to_training,free,7,Medium
ND-2025-000942,box misalignment.,2025-05-28 11:00:40+00:00,email,incident,bug,pro,12,Medium
ND-2025-000943,search function broken.,2025-05-29 08:25:05+00:00,webchat,incident,bug,enterprise,20,High
ND-2025-000944,db slow to respond.,2025-05-29 09:10:30+00:00,email,incident,performance_outage,pro,24,High
ND-2025-000945,troubleshooting login issues.,2025-05-29 09:55:55+00:00,email,service_request,how_to_training,standard,5,Medium
ND-2025-000946,small graphical error.,2025-05-29 10:40:20+00:00,email,incident,bug,free,9,Low
ND-2025-000947,webhooks not firing.,2025-05-29 11:25:45+00:00,email,incident,integrations,pro,15,High
ND-2025-000948,system crashes on login.,2025-05-30 08:35:10+00:00,email,incident,bug,enterprise,31,Urgent
ND-2025-000949,new user onboarding.,2025-05-30 09:20:35+00:00,webchat,service_request,how_to_training,free,2,Medium
ND-2025-000950,button looks weird.,2025-05-30 10:05:00+00:00,email,incident,bug,standard,11,Medium
ND-2025-000951,severe lag.,2025-05-30 10:50:25+00:00,email,incident,performance_outage,pro,27,High
ND-2025-000952,export failed.,2025-05-30 13:30:50+00:00,email,incident,bug,standard,8,Medium
ND-2025-000953,how to pin a board?,2025-05-31 08:20:15+00:00,email,service_request,how_to_training,free,5,Medium
ND-2025-000954,line break issue.,2025-05-31 09:05:40+00:00,email,incident,bug,pro,9,Medium
ND-2025-001000,invoice for may shows vat at 0% but we are uk based needs fixing,2025-06-02 09:15:22+00:00,email,service_request,billing_payments,pro,24,Medium
ND-2025-001001,polaris boards are taking ages to load just spinning wheel,2025-06-02 10:04:45+00:00,webchat,incident,performance_outage,standard,12,High
ND-2025-001002,exporting the kpi widget to csv results in empty file,2025-06-02 11:30:10+00:00,email,incident,bug,enterprise,8,Medium
ND-2025-001003,struggling to find where to add a new connector for hubspot,2025-06-02 14:45:33+00:00,phone,service_request,how_to_training,free,3,Low
ND-2025-001004,locked out of orbit id after entering wrong pass 3 times,2025-06-03 08:20:12+00:00,webchat,incident,access_permissions,pro,36,High
ND-2025-001005,need to remove a user who left the company from our org settings,2025-06-03 09:55:01+00:00,email,service_request,account_admin,standard,15,Low
ND-2025-001006,data from xero connector isn't showing up on the dashboard today,2025-06-03 13:10:55+00:00,in_app,incident,data_reporting,pro,6,Medium
ND-2025-001007,salesforce connector returning 401 unauthorized errors since noon,2025-06-03 16:40:22+00:00,email,incident,integrations,enterprise,60,High
ND-2025-001008,client requesting deletion of their data under gdpr rules,2025-06-04 08:05:18+00:00,email,service_request,security_privacy,standard,22,Medium
ND-2025-001009,interested in upgrading to enterprise plan can we talk pricing,2025-06-04 09:30:44+00:00,phone,service_request,other,free,1,Low
ND-2025-001010,urgent my subscription payment failed and i risk losing access,2025-06-04 11:15:09+00:00,webchat,incident,billing_payments,pro,10,Urgent
ND-2025-001011,polaris reporting is running very slow for our team in ny,2025-06-04 14:50:33+00:00,email,incident,performance_outage,enterprise,40,High
ND-2025-001012,the button to save changes is overlapping with the footer,2025-06-05 10:00:00+00:00,in_app,incident,bug,standard,5,Low
ND-2025-001013,docs for api v2 seem to have a typo in the auth section,2025-06-05 12:25:47+00:00,email,service_request,how_to_training,pro,9,Low
ND-2025-001014,sso via okta is failing for new hires strictly,2025-06-05 15:45:12+00:00,webchat,incident,access_permissions,enterprise,55,Medium
ND-2025-001015,change billing email to finance@ please,2025-06-06 09:10:55+00:00,email,service_request,account_admin,standard,18,Low
ND-2025-001016,filters on the sales widget aren't sticking when i refresh,2025-06-06 10:45:30+00:00,webchat,incident,data_reporting,pro,7,Medium
ND-2025-001017,webhooks from shopify connector are not firing since update,2025-06-06 13:20:18+00:00,email,incident,integrations,pro,28,High
ND-2025-001018,alert received for login from unknown ip address in russia,2025-06-06 16:05:05+00:00,in_app,incident,security_privacy,enterprise,14,Urgent
ND-2025-001019,cheap seo services for your website,2025-06-07 08:55:40+00:00,email,service_request,other,free,0,Low
ND-2025-001020,charged twice for the same month need a refund on one,2025-06-07 11:10:25+00:00,phone,service_request,billing_payments,standard,2,Medium
ND-2025-001021,getting 500 internal server error when saving report,2025-06-07 14:30:15+00:00,webchat,incident,performance_outage,pro,33,Urgent
ND-2025-001022,dashboard layout is broken on safari browser specifically,2025-06-08 09:40:50+00:00,email,incident,bug,standard,11,Medium
ND-2025-001023,new to northstar need help setting up first polaris board,2025-06-08 13:15:35+00:00,in_app,service_request,how_to_training,pro,1,Low
ND-2025-001024,invitation link for new admin user expired too quickly,2025-06-08 15:50:20+00:00,email,incident,access_permissions,enterprise,19,Medium
ND-2025-001025,need to update our company address on the invoices,2025-06-09 08:30:12+00:00,webchat,service_request,account_admin,standard,6,Low
ND-2025-001026,sales figures seem to be in utc not bst on the daily view,2025-06-09 10:45:55+00:00,email,incident,data_reporting,pro,13,Medium
ND-2025-001027,hit api rate limit on xero connector causing sync to stop,2025-06-09 12:55:30+00:00,phone,incident,integrations,enterprise,45,High
ND-2025-001028,question about enforcing mfa for all standard users,2025-06-09 15:10:45+00:00,email,service_request,security_privacy,pro,25,Medium
ND-2025-001029,ignore this just testing the chat bot,2025-06-10 09:05:18+00:00,webchat,service_request,other,free,0,Low
ND-2025-001030,want to upgrade to pro tier but card was declined,2025-06-10 11:25:05+00:00,email,service_request,billing_payments,standard,8,Medium
ND-2025-001031,reports are generating very slowly creates a bad lag,2025-06-10 14:40:50+00:00,in_app,incident,performance_outage,pro,30,High
ND-2025-001032,link to help center in the footer gives a 404 error,2025-06-11 08:15:35+00:00,email,incident,bug,free,4,Low
ND-2025-001033,advice on best way to visualize recurring revenue in polaris,2025-06-11 10:30:22+00:00,webchat,service_request,how_to_training,pro,16,Low
ND-2025-001034,cannot assign admin role to my colleague getting error,2025-06-11 13:55:10+00:00,phone,incident,access_permissions,standard,5,Medium
ND-2025-001035,policy on data retention if we cancel our sub,2025-06-11 16:10:55+00:00,email,service_request,account_admin,enterprise,21,Low
ND-2025-001036,pdf export of the board looks corrupted images missing,2025-06-12 09:20:40+00:00,webchat,incident,data_reporting,pro,9,Medium
ND-2025-001037,field mapping for hubspot deals is incorrect in northstar,2025-06-12 11:45:25+00:00,email,incident,integrations,standard,38,High
ND-2025-001038,potential xss vulnerability found in search bar,2025-06-12 14:05:15+00:00,in_app,incident,security_privacy,enterprise,50,Urgent
ND-2025-001039,would like to discuss reseller partnership opportunities,2025-06-13 08:50:50+00:00,email,service_request,other,free,0,Low
ND-2025-001040,need a vat receipt for the last 3 invoices please,2025-06-13 10:15:35+00:00,webchat,service_request,billing_payments,pro,14,Low
ND-2025-001041,getting random errors when clicking between tabs,2025-06-13 13:30:20+00:00,email,incident,performance_outage,standard,26,High
ND-2025-001042,app crashes on ios when i try to open a widget,2025-06-13 15:55:05+00:00,phone,incident,bug,pro,7,Medium
ND-2025-001043,can you show me examples of good saas dashboards,2025-06-14 09:40:40+00:00,webchat,service_request,how_to_training,free,3,Low
ND-2025-001044,cannot verify our domain for sso setup txt record added,2025-06-14 11:05:25+00:00,email,incident,access_permissions,pro,11,Medium
ND-2025-001045,too many emails want to turn off marketing blasts,2025-06-14 14:20:10+00:00,in_app,service_request,account_admin,standard,20,Low
ND-2025-001046,data isn't refreshing automatically every hour as promised,2025-06-15 08:10:55+00:00,email,incident,data_reporting,enterprise,35,Medium
ND-2025-001047,connector timed out while syncing large dataset,2025-06-15 10:35:40+00:00,webchat,incident,integrations,pro,23,High
ND-2025-001048,our compliance team needs your latest pen test summary,2025-06-15 13:00:25+00:00,email,service_request,security_privacy,enterprise,60,High
ND-2025-001049,sorry thought this was the dentist,2025-06-16 09:15:10+00:00,phone,service_request,other,free,0,Low
ND-2025-001050,account suspended due to failed payment card expired,2025-06-16 11:40:55+00:00,webchat,service_request,billing_payments,standard,5,Urgent
ND-2025-001051,orbit id service is completely down nobody can log in,2025-06-16 14:05:40+00:00,email,incident,performance_outage,pro,42,Urgent
ND-2025-001052,latest update broke the filtering on my main board,2025-06-17 08:25:30+00:00,in_app,incident,bug,pro,17,High
ND-2025-001053,need steps to debug why my csv upload failed,2025-06-17 10:50:15+00:00,email,service_request,how_to_training,standard,8,Low
ND-2025-001054,lost my phone need to reset mfa for orbit id,2025-06-17 13:15:05+00:00,webchat,incident,access_permissions,pro,29,Medium
ND-2025-001055,need audit logs for user activity in may,2025-06-17 15:40:50+00:00,email,service_request,account_admin,enterprise,48,Medium
ND-2025-001056,shared report says access denied for my team,2025-06-18 09:00:35+00:00,phone,incident,data_reporting,standard,12,Medium
ND-2025-001057,oauth token for salesforce invalid keeps popping up,2025-06-18 11:25:20+00:00,webchat,incident,integrations,pro,24,High
ND-2025-001058,session times out too fast can we extend it,2025-06-18 14:50:10+00:00,email,service_request,security_privacy,free,6,Low
ND-2025-001059,where are you based,2025-06-19 08:15:55+00:00,in_app,service_request,other,standard,2,Low
ND-2025-001060,clarification on enterprise tier pricing per seat,2025-06-19 10:40:40+00:00,webchat,service_request,billing_payments,pro,15,Low
ND-2025-001061,system completely down 503 error everywhere,2025-06-19 13:05:25+00:00,email,incident,performance_outage,enterprise,55,Urgent
ND-2025-001062,screen freezes when i drag a widget to new spot,2025-06-19 15:30:10+00:00,phone,incident,bug,standard,10,Medium
ND-2025-001063,configuring custom domain for the dashboard help,2025-06-20 09:10:55+00:00,webchat,service_request,how_to_training,pro,4,Low
ND-2025-001064,password reset email not arriving,2025-06-20 11:35:40+00:00,email,incident,access_permissions,enterprise,30,Medium
ND-2025-001065,thinking of cancelling need to know process,2025-06-20 14:00:25+00:00,in_app,service_request,account_admin,standard,18,Low
ND-2025-001066,date filter shows wrong range on pdf export,2025-06-21 08:25:10+00:00,email,incident,data_reporting,pro,7,Medium
ND-2025-001067,xero api is down is this affecting northstar,2025-06-21 10:50:55+00:00,webchat,incident,integrations,standard,22,High
ND-2025-001068,requesting data portability file for gdpr,2025-06-21 13:15:40+00:00,email,service_request,security_privacy,pro,13,Medium
ND-2025-001069,do you offer discounts for startups,2025-06-22 09:40:25+00:00,phone,service_request,other,free,1,Low
ND-2025-001070,invoice address is still showing old office,2025-06-22 12:05:10+00:00,webchat,service_request,billing_payments,pro,19,Medium
ND-2025-001071,extreme latency when loading historical data,2025-06-22 14:30:55+00:00,email,incident,performance_outage,enterprise,34,High
ND-2025-001072,mobile view cuts off the right side of charts,2025-06-23 08:55:40+00:00,in_app,incident,bug,standard,9,Medium
ND-2025-001073,how do i share a read only link to the board,2025-06-23 11:20:25+00:00,email,service_request,how_to_training,free,5,Low
ND-2025-001074,admin account locked cannot access settings urgent,2025-06-23 13:45:10+00:00,webchat,incident,access_permissions,pro,40,Urgent
ND-2025-001075,add new user to the team please,2025-06-23 16:10:55+00:00,email,service_request,account_admin,standard,12,Low
ND-2025-001076,june data missing from the overview widget,2025-06-24 09:35:40+00:00,phone,incident,data_reporting,pro,8,Medium
ND-2025-001077,api auth failing with 403 forbidden suddenly,2025-06-24 12:00:25+00:00,webchat,incident,integrations,enterprise,27,High
ND-2025-001078,strange login attempt reported from china,2025-06-24 14:25:10+00:00,email,service_request,security_privacy,pro,16,Urgent
ND-2025-001079,price for 10 users,2025-06-25 08:50:55+00:00,in_app,service_request,other,free,0,Low
ND-2025-001080,cancel my subscription at end of term,2025-06-25 11:15:40+00:00,webchat,service_request,billing_payments,standard,11,Medium
ND-2025-001081,just seeing a spinner when i load the main board,2025-06-25 13:40:25+00:00,email,incident,performance_outage,pro,32,High
ND-2025-001082,csv export is formatting dates weirdly,2025-06-25 16:05:10+00:00,phone,incident,bug,standard,6,Medium
ND-2025-001083,explain the difference between editor and viewer roles,2025-06-26 09:30:55+00:00,webchat,service_request,how_to_training,pro,14,Low
ND-2025-001084,sso certificate expired need to update,2025-06-26 11:55:40+00:00,email,incident,access_permissions,enterprise,50,Medium
ND-2025-001085,update billing email,2025-06-26 14:20:25+00:00,in_app,service_request,account_admin,standard,3,Low
ND-2025-001086,revenue widget showing duplicate values,2025-06-27 08:45:10+00:00,email,incident,data_reporting,pro,21,Medium
ND-2025-001087,json parsing error from custom api connector,2025-06-27 11:10:55+00:00,webchat,incident,integrations,pro,18,High
ND-2025-001088,found a vulnerability in your login page,2025-06-27 13:35:40+00:00,phone,service_request,security_privacy,enterprise,44,Urgent
ND-2025-001089,seo proposal,2025-06-28 09:00:25+00:00,email,service_request,other,free,0,Low
ND-2025-001090,refund for unused seats please,2025-06-28 11:25:10+00:00,webchat,service_request,billing_payments,standard,7,Medium
ND-2025-001091,500 error when accessing the main dashboard,2025-06-28 13:50:55+00:00,email,incident,performance_outage,pro,25,Urgent
ND-2025-001092,font looks weird on the settings page,2025-06-29 09:15:40+00:00,in_app,incident,bug,standard,10,Low
