case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-000709,2026-01-01T00:00:00Z,2025-04-03 11:50:00+00:00,email,incident,data_reporting,export_issue,Medium,24.0,6.0,20.5,solved,workaround,false,data,,14,pro,London,35-44,F,pdf export formatting is weird,Neutral,4,export;pdf;formatting;bug;polaris
ND-2025-000710,2026-01-01T00:00:00Z,2025-04-04 15:20:00+00:00,phone,service_request,access_permissions,locked_out,Urgent,4.0,0.5,1.5,solved,fixed,false,support,,3,standard,Scotland,45-54,M,locked out of account urgent,Negative,,locked_out;urgent;login;orbit_id;access
ND-2025-000711,2026-01-01T00:00:00Z,2025-04-05 10:00:00+00:00,email,incident,performance_outage,slow,High,8.0,2.0,,open,,false,engineering,,35,enterprise,North East,25-34,F,dashboard very slow,Negative,,slow;dashboard;performance;latency;polaris
ND-2025-000712,2026-01-01T00:00:00Z,2025-04-06 13:10:00+00:00,webchat,service_request,other,spam,Low,120.0,,,new,,false,support,,0,free,West Midlands,35-44,M,seo services offer,Neutral,,spam;other;sales;marketing;ignore
ND-2025-000713,2026-01-01T00:00:00Z,2025-04-07 09:40:00+00:00,in_app,incident,bug,ui_glitch,Medium,24.0,4.5,18.0,solved,fixed,false,engineering,,11,pro,South East,25-34,F,button misalignment on settings page,Neutral,5,bug;ui;glitch;settings;css
ND-2025-000714,2026-01-01T00:00:00Z,2025-04-08 12:30:00+00:00,email,service_request,how_to_training,configuration,Low,48.0,22.0,,pending,,false,support,,2,standard,London,18-24,M,configure shopify connector help,Neutral,,configuration;shopify;connector;help;setup
ND-2025-000715,2026-01-01T00:00:00Z,2025-04-09 14:55:00+00:00,email,incident,integrations,sync_error,High,8.0,3.0,7.5,solved,fixed,false,engineering,,26,pro,East of England,35-44,F,data not syncing from hubspot,Negative,,sync;hubspot;error;connector;missing_data
ND-2025-000716,2026-01-01T00:00:00Z,2025-04-10 08:15:00+00:00,webchat,service_request,billing_payments,vat_receipt,Low,48.0,15.0,35.0,solved,answered,false,billing,,12,pro,Yorkshire,45-54,M,need vat invoice for march,Neutral,,vat;invoice;billing;request;receipt
ND-2025-000717,2026-01-01T00:00:00Z,2025-04-11 10:45:00+00:00,email,incident,security_privacy,gdpr_request,Medium,72.0,20.0,,open,,true,security,legal,18,standard,North West,25-34,F,gdpr data request,Neutral,,gdpr;request;privacy;data;compliance
ND-2025-000718,2026-01-01T00:00:00Z,2025-04-12 13:25:00+00:00,in_app,service_request,data_reporting,chart_issue,Medium,24.0,5.5,21.5,solved,answered,false,data,,9,pro,South West,35-44,M,pie chart legend is cut off,Neutral,4,chart;visualization;ui;bug;polaris
ND-2025-000719,2026-01-01T00:00:00Z,2025-04-13 16:00:00+00:00,email,incident,bug,app_crash,High,8.0,1.8,5.8,solved,fixed,false,engineering,,21,standard,London,18-24,F,app crashes on startup,Negative,2,crash;app;startup;bug;mobile
ND-2025-000720,2026-01-01T00:00:00Z,2025-04-14 09:00:00+00:00,webchat,service_request,account_admin,user_add,Low,48.0,10.0,,pending,,false,support,,5,free,Wales,25-34,M,add new admin user,Neutral,,user_management;admin;add;account;setup
ND-2025-000721,2026-01-01T00:00:00Z,2025-04-15 11:20:00+00:00,email,incident,performance_outage,500_error,Urgent,4.0,0.6,2.2,solved,fixed,true,engineering,security,45,enterprise,Scotland,35-44,F,internal server error 500 on login,Negative,,500_error;login;server;error;urgent
ND-2025-000722,2026-01-01T00:00:00Z,2025-04-16 14:10:00+00:00,email,service_request,how_to_training,troubleshooting,Medium,24.0,4.0,19.0,solved,answered,false,support,,7,standard,Northern Ireland,45-54,M,widget showing no data help,Neutral,,troubleshooting;widget;no_data;help;how_to
ND-2025-000723,2026-01-01T00:00:00Z,2025-04-17 08:50:00+00:00,in_app,incident,billing_payments,payment_failed,High,8.0,2.5,,open,,false,billing,,15,pro,East Midlands,25-34,F,payment failed retry please,Negative,,payment;failed;retry;billing;credit_card
ND-2025-000724,2026-01-01T00:00:00Z,2025-04-18 12:00:00+00:00,webchat,service_request,integrations,connector_setup,Medium,24.0,3.5,17.5,solved,answered,false,support,,4,standard,London,35-44,M,setting up xero connector,Neutral,5,setup;xero;connector;integration;help
ND-2025-000725,2026-01-01T00:00:00Z,2025-04-19 14:30:00+00:00,email,incident,bug,browser_issue,Low,48.0,14.0,,pending,,false,engineering,,10,pro,South East,18-24,F,ie11 display issues,Neutral,,bug;browser;ie11;ui;legacy
ND-2025-000726,2026-01-01T00:00:00Z,2025-04-20 09:15:00+00:00,email,service_request,data_reporting,timezone,Medium,24.0,5.2,22.5,solved,answered,false,data,,16,pro,West Midlands,45-54,M,change timezone to est,Neutral,,timezone;settings;data;polaris;configuration
ND-2025-000727,2026-01-01T00:00:00Z,2025-04-21 11:40:00+00:00,in_app,incident,access_permissions,mfa_issue,Urgent,4.0,0.8,3.0,solved,fixed,false,support,,20,enterprise,North East,25-34,F,mfa code not working,Negative,4,mfa;code;error;login;urgent
ND-2025-000728,2026-01-01T00:00:00Z,2025-04-22 13:55:00+00:00,email,service_request,other,partnership,Low,120.0,40.0,,new,,false,support,,0,free,Yorkshire,35-44,M,partnership proposal,Positive,,partnership;business;proposal;sales;inquiry
ND-2025-000729,2026-01-01T00:00:00Z,2025-04-23 16:05:00+00:00,webchat,incident,integrations,rate_limit,High,8.0,1.9,6.5,solved,workaround,false,engineering,,28,pro,London,25-34,F,api rate limit exceeded again,Negative,,rate_limit;api;error;connector;limit
ND-2025-000730,2026-01-01T00:00:00Z,2025-04-24 08:25:00+00:00,email,service_request,account_admin,email_prefs,Low,48.0,22.5,,open,,false,support,,6,standard,South West,45-54,M,unsubscribe from marketing emails,Neutral,,unsubscribe;email;marketing;prefs;admin
ND-2025-000731,2026-01-01T00:00:00Z,2025-04-25 10:50:00+00:00,in_app,incident,bug,mobile_crash,High,8.0,2.2,7.0,solved,fixed,false,engineering,,13,pro,North West,18-24,F,app crash on profile screen,Negative,3,crash;mobile;profile;bug;app
ND-2025-000732,2026-01-01T00:00:00Z,2025-04-26 13:15:00+00:00,email,service_request,billing_payments,invoice_query,Medium,24.0,4.8,19.5,solved,answered,false,billing,,11,standard,East Midlands,35-44,M,query regarding invoice #4552,Neutral,,invoice;query;billing;payment;question
ND-2025-000733,2026-01-01T00:00:00Z,2025-04-27 15:40:00+00:00,webchat,incident,performance_outage,latency,High,8.0,2.6,,pending,,false,engineering,,32,enterprise,London,25-34,F,system is dragging,Negative,,slow;latency;performance;lag;drag
ND-2025-000734,2026-01-01T00:00:00Z,2025-04-28 09:10:00+00:00,email,service_request,how_to_training,documentation,Low,48.0,16.0,,new,,false,support,,3,free,Wales,45-54,M,link to documentation?,Neutral,,documentation;link;help;training;how_to
ND-2025-000735,2026-01-01T00:00:00Z,2025-04-29 11:25:00+00:00,in_app,incident,data_reporting,filter_bug,Medium,24.0,5.5,21.0,solved,fixed,false,data,,17,pro,Scotland,35-44,F,filters not clearing,Neutral,5,filter;bug;ui;data;polaris
ND-2025-000736,2026-01-01T00:00:00Z,2025-04-29 14:00:00+00:00,email,service_request,access_permissions,role_change,Low,48.0,18.0,38.0,solved,answered,false,support,,9,standard,Northern Ireland,25-34,M,change me to admin,Neutral,,role_change;admin;permissions;user_management;request
ND-2025-000737,2026-01-01T00:00:00Z,2025-04-30 08:45:00+00:00,webchat,incident,integrations,auth_error,High,8.0,2.1,,open,,false,engineering,,24,pro,London,18-24,F,auth error on salesforce connector,Negative,,auth;error;salesforce;connector;integration
ND-2025-000738,2026-01-01T00:00:00Z,2025-04-30 10:35:00+00:00,email,service_request,billing_payments,refund_status,Medium,24.0,4.0,16.0,solved,answered,false,billing,,14,standard,East of England,35-44,M,status of my refund?,Neutral,,refund;status;billing;payment;inquiry
ND-2025-000739,2026-01-01T00:00:00Z,2025-04-30 12:50:00+00:00,email,incident,bug,ui_display,Low,48.0,14.5,30.0,solved,fixed,false,engineering,,5,free,South West,25-34,F,footer overlaps text,Neutral,,bug;ui;footer;overlap;display
ND-2025-000800,2026-01-01T00:00:00Z,2025-05-01 09:15:22+00:00,email,incident,bug,ui_glitch,High,8.0,2.4,12.5,solved,fixed,false,engineering,,14,pro,London,35-44,F,polaris board layout looks completely scrambled after the v2.4 update this morning.,Negative,4,bug;ui;v2_update;polaris
ND-2025-000801,2026-01-01T00:00:00Z,2025-05-01 09:22:10+00:00,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,1.5,5.2,solved,answered,false,operations,,3,standard,South East,25-34,M,where has the export button gone on the new widget interface?,Neutral,5,how_to;widget;export;v2_update
ND-2025-000802,2026-01-01T00:00:00Z,2025-05-01 09:45:00+00:00,in_app,incident,performance_outage,latency_spike,Urgent,4.0,0.8,,open,,true,engineering,engineering,36,enterprise,North West,45-54,M,loading the main dashboard takes over 20 seconds since the update.,Negative,,latency;slow;spinner;polaris
ND-2025-000803,2026-01-01T00:00:00Z,2025-05-01 10:05:33+00:00,email,incident,bug,regression_after_update,High,8.0,3.1,26.4,solved,workaround,false,engineering,,22,standard,Scotland,35-44,F,cannot save changes to my polaris filters; save button does nothing.,Negative,3,bug;regression;filter;v2_update
ND-2025-000804,2026-01-01T00:00:00Z,2025-05-01 10:12:15+00:00,phone,service_request,how_to_training,documentation_clarification,Low,48.0,12.5,49.1,solved,answered,false,operations,,8,free,West Midlands,55-64,M,the docs for the new connector setup don't match what i see on screen.,Neutral,5,docs;connector;setup;training
ND-2025-000805,2026-01-01T00:00:00Z,2025-05-01 10:30:44+00:00,email,incident,integrations,mapping_error,Medium,24.0,5.5,,pending,,false,engineering,,19,pro,London,25-34,F,xero sync is failing since the release; field mapping errors on invoices.,Negative,,connector;xero;sync;bug
ND-2025-000806,2026-01-01T00:00:00Z,2025-05-01 11:00:01+00:00,webchat,incident,bug,ui_glitch,Medium,24.0,0.2,1.5,solved,fixed,false,support,,5,standard,South West,18-24,M,it's broken.,Negative,2,bug;glitch;ui;other
ND-2025-000807,2026-01-01T00:00:00Z,2025-05-01 11:15:20+00:00,email,incident,bug,mobile_issue,High,8.0,4.2,9.8,solved,fixed,false,engineering,,40,enterprise,East of England,45-54,F,mobile app crashes immediately when i try to open a polaris board.,Negative,4,mobile;crash;polaris;bug
ND-2025-000808,2026-01-01T00:00:00Z,2025-05-01 11:45:55+00:00,email,service_request,how_to_training,best_practice,Low,48.0,26.1,50.2,solved,answered,false,operations,,1,standard,Yorkshire,25-34,M,is there a video tutorial for the new v2.4 dashboard layout?,Positive,5,video_tutorial;training;polaris;v2_update
ND-2025-000809,2026-01-01T00:00:00Z,2025-05-01 12:05:10+00:00,in_app,incident,bug,browser_compatibility,Medium,24.0,2.0,,open,,false,engineering,,12,pro,Northern Ireland,35-44,F,scroll bar is missing on safari after the update.,Neutral,,bug;safari;ui;glitch
ND-2025-000810,2026-01-01T00:00:00Z,2025-05-02 08:50:30+00:00,email,incident,performance_outage,degraded_performance,High,8.0,1.5,6.0,solved,fixed,false,engineering,,60,enterprise,London,45-54,M,widgets are taking forever to render this morning.,Negative,4,slow;widget;loading;latency
ND-2025-000811,2026-01-01T00:00:00Z,2025-05-02 09:10:15+00:00,webchat,incident,access_permissions,sso_setup,Urgent,4.0,0.5,1.2,solved,fixed,false,security,,2,standard,East Midlands,25-34,F,orbit id isn't accepting my google auth credentials.,Negative,5,orbit_id;google_auth;login;sso
ND-2025-000812,2026-01-01T00:00:00Z,2025-05-02 09:35:40+00:00,email,service_request,how_to_training,feature_how_to,Medium,24.0,18.5,26.0,solved,answered,false,operations,,10,pro,Wales,35-44,M,how do i revert to the old view? i can't find anything.,Negative,3,how_to;configuration;v2_update;ui
ND-2025-000813,2026-01-01T00:00:00Z,2025-05-02 10:00:00+00:00,email,incident,bug,ui_glitch,Medium,24.0,6.0,,open,,false,engineering,,7,free,London,18-24,F,text overlapping on the billing page.,Neutral,,bug;ui;glitch;billing
ND-2025-000814,2026-01-01T00:00:00Z,2025-05-02 10:45:22+00:00,phone,incident,performance_outage,intermittent_errors,Urgent,2.0,0.1,3.5,solved,fixed,true,engineering,engineering,45,enterprise,South East,55-64,M,keep getting 500 errors when generating pdf reports.,Negative,4,500_error;pdf;report;crash
ND-2025-000815,2026-01-01T00:00:00Z,2025-05-02 11:20:10+00:00,webchat,service_request,bug,ui_glitch,Low,48.0,1.0,1.2,solved,duplicate,false,engineering,,15,pro,North East,25-34,M,screen is weird.,Neutral,,bug;glitch;ui;v2_update
ND-2025-000816,2026-01-01T00:00:00Z,2025-05-02 13:05:55+00:00,email,incident,data_reporting,dashboard_mismatch,High,8.0,4.5,10.0,solved,fixed,false,data,,28,standard,Scotland,35-44,F,my kpi widget is showing zero data after the v2.4 rollout.,Negative,2,polaris;widget;kpi;missing_data
ND-2025-000817,2026-01-01T00:00:00Z,2025-05-02 14:30:30+00:00,email,incident,bug,broken_link,Medium,24.0,14.2,,on_hold,,false,engineering,,6,standard,London,25-34,F,the link to 'manage connectors' gives a 404.,Neutral,,bug;404;connector;broken_link
ND-2025-000818,2026-01-01T00:00:00Z,2025-05-03 08:15:10+00:00,email,service_request,how_to_training,configuration,Medium,24.0,20.1,25.5,solved,answered,false,operations,,11,pro,South West,45-54,M,need help configuring the new dark mode setting.,Positive,5,how_to;configuration;settings;v2_update
ND-2025-000819,2026-01-01T00:00:00Z,2025-05-03 09:40:45+00:00,in_app,incident,bug,export_bug,High,8.0,3.0,7.8,solved,fixed,false,engineering,,33,enterprise,West Midlands,35-44,F,csv export is empty. this is urgent for my weekly meeting.,Negative,5,bug;csv;export;empty
ND-2025-000820,2026-01-01T00:00:00Z,2025-05-03 10:20:00+00:00,webchat,incident,bug,ui_glitch,Low,72.0,1.5,4.0,solved,fixed,false,engineering,,50,standard,London,55-64,M,fonts look too small on the new interface.,Neutral,3,bug;ui;glitch;v2_update
ND-2025-000821,2026-01-01T00:00:00Z,2025-05-03 11:00:30+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,6.5,22.0,solved,answered,false,operations,,9,pro,Yorkshire,25-34,F,need to add a new user to our orbit id setup.,Neutral,5,admin;user_management;orbit_id;invite
ND-2025-000822,2026-01-01T00:00:00Z,2025-05-04 08:55:12+00:00,email,incident,performance_outage,database_slow,High,8.0,5.2,14.5,solved,fixed,false,engineering,,20,enterprise,London,35-44,M,running reports is timing out; spinner just keeps spinning.,Negative,4,timeout;slow;spinner;report
ND-2025-000823,2026-01-01T00:00:00Z,2025-05-04 09:15:40+00:00,email,incident,bug,ui_glitch,Medium,24.0,22.0,,open,,false,engineering,,4,standard,East of England,18-24,F,colors on the charts are wrong.,Neutral,,bug;ui;chart;glitch
ND-2025-000824,2026-01-01T00:00:00Z,2025-05-04 10:30:55+00:00,phone,incident,billing_payments,invoice_error,Urgent,4.0,1.2,3.8,solved,fixed,false,billing,,30,pro,North West,45-54,M,i've been charged twice for the new seat add-on.,Negative,5,duplicate_charge;invoice;payment;billing
ND-2025-000825,2026-01-01T00:00:00Z,2025-05-05 08:45:00+00:00,email,incident,bug,regression_after_update,High,8.0,2.8,10.1,solved,fixed,false,engineering,,16,pro,South East,35-44,F,custom date ranges aren't working in the new version.,Negative,4,bug;regression;date_range;v2_update
ND-2025-000826,2026-01-01T00:00:00Z,2025-05-05 09:10:25+00:00,webchat,service_request,how_to_training,examples_needed,Medium,24.0,0.5,1.8,solved,answered,false,operations,,2,free,London,25-34,M,can you show me an example of the new widget configuration?,Positive,5,how_to;widget;configuration;examples
ND-2025-000827,2026-01-01T00:00:00Z,2025-05-05 10:00:15+00:00,email,incident,integrations,api_auth_error,High,8.0,4.0,12.0,solved,fixed,false,engineering,,24,enterprise,Scotland,45-54,M,our custom api connector stopped working after the update; getting 401s.,Negative,,api;connector;auth;401_error
ND-2025-000828,2026-01-01T00:00:00Z,2025-05-05 10:45:33+00:00,email,incident,bug,ui_glitch,Medium,24.0,23.5,,pending,,false,engineering,,8,standard,Wales,25-34,F,header logo is misaligned.,Neutral,,bug;ui;glitch;header
ND-2025-000829,2026-01-01T00:00:00Z,2025-05-05 11:20:40+00:00,email,incident,performance_outage,latency_spike,High,8.0,3.5,9.2,solved,fixed,false,engineering,,13,pro,North East,35-44,M,polaris board is lagging significantly when filtering.,Negative,3,latency;slow;polaris;filter
ND-2025-000830,2026-01-01T00:00:00Z,2025-05-05 12:30:10+00:00,in_app,service_request,how_to_training,onboarding_help,Medium,24.0,5.0,20.0,solved,answered,false,operations,,1,standard,London,18-24,F,"new user here, lost with the layout.",Neutral,4,onboarding;how_to;layout;training
ND-2025-000831,2026-01-01T00:00:00Z,2025-05-06 08:15:55+00:00,email,incident,bug,mobile_issue,Medium,24.0,12.0,,open,,false,engineering,,5,pro,South West,25-34,M,can't see the new charts on the iphone app.,Negative,,mobile;chart;bug;v2_update
ND-2025-000832,2026-01-01T00:00:00Z,2025-05-06 09:00:20+00:00,webchat,incident,security_privacy,suspicious_activity,Urgent,4.0,0.2,1.5,solved,fixed,true,security,security,38,enterprise,London,45-54,F,unrecognized login alert from orbit id.,Negative,,security;suspicious_login;orbit_id;alert
